	City	Town	gasolina 95	gasolina 98	diésel	diésel plus	gasóleo B	biodiésel	GNL	GNC	GLP	Fecha
1714	Madrid	Galapagar	1,165 €/l	1,294 €/l	1,094 €/l	1,164 €/l					0,705 €/l	2020-04-05 18:28:15.915434
1715	Madrid	Getafe	1,125 €/l	1,268 €/l	1,041 €/l	1,104 €/l	0,777 €/l				0,679 €/l	2020-04-05 18:28:17.721457
1716	Madrid	Griñón	1,218 €/l		1,134 €/l	1,239 €/l						2020-04-05 18:28:18.181609
1717	Madrid	Guadalix de la Sierra	1,169 €/l	1,289 €/l	1,099 €/l	1,179 €/l						2020-04-05 18:28:18.585759
1718	Madrid	Guadarrama	1,136 €/l	1,271 €/l	1,082 €/l	1,152 €/l						2020-04-05 18:28:19.086926
1719	Madrid	Horcajo de la Sierra	1,295 €/l	1,475 €/l	1,180 €/l							2020-04-05 18:28:19.548500
1720	Madrid	Hoyo de Manzanares	1,238 €/l	1,504 €/l	1,142 €/l	1,231 €/l						2020-04-05 18:28:19.988249
1721	Madrid	Humanes de Madrid	1,160 €/l	1,316 €/l	1,100 €/l	1,163 €/l						2020-04-05 18:28:20.543156
1722	Madrid	Leganés	1,138 €/l	1,280 €/l	1,057 €/l	1,140 €/l	0,771 €/l				0,599 €/l	2020-04-05 18:28:21.291833
1723	Madrid	Loeches	1,214 €/l	1,389 €/l	1,132 €/l	1,243 €/l						2020-04-05 18:28:21.788418
1724	Madrid	Lozoya	1,169 €/l	1,339 €/l	1,089 €/l		0,769 €/l					2020-04-05 18:28:22.144896
1725	Madrid	Lozoyuela-Navas-Sieteiglesias	1,179 €/l	1,304 €/l	1,099 €/l	1,167 €/l						2020-04-05 18:28:22.582411
1726	Madrid	Madrid	1,158 €/l	1,297 €/l	1,089 €/l	1,157 €/l	0,813 €/l		0,799 €/l	0,932 €/l	0,680 €/l	2020-04-05 18:28:23.024632
1727	Madrid	Majadahonda	1,166 €/l	1,290 €/l	1,100 €/l	1,165 €/l					0,699 €/l	2020-04-05 18:28:23.424128
1728	Madrid	Manzanares el Real	1,108 €/l	1,224 €/l	1,045 €/l	1,104 €/l						2020-04-05 18:28:24.005729
1729	Madrid	Meco	1,187 €/l	1,366 €/l	1,094 €/l	1,222 €/l						2020-04-05 18:28:24.414880
1730	Madrid	Mejorada del Campo	1,173 €/l	1,342 €/l	1,079 €/l	1,177 €/l	0,890 €/l					2020-04-05 18:28:24.819242
1731	Madrid	Miraflores de la Sierra	1,169 €/l	1,299 €/l	1,096 €/l	1,159 €/l	0,746 €/l	1,089 €/l				2020-04-05 18:28:25.270483
1732	Madrid	El Molar	1,189 €/l	1,309 €/l	1,099 €/l	1,159 €/l					0,659 €/l	2020-04-05 18:28:25.724860
1733	Madrid	Moraleja de Enmedio	1,116 €/l	1,299 €/l	1,026 €/l	1,159 €/l						2020-04-05 18:28:26.111705
1734	Madrid	Moralzarzal	1,244 €/l	1,369 €/l	1,131 €/l	1,182 €/l	0,859 €/l				0,729 €/l	2020-04-05 18:28:26.474425
1735	Madrid	Morata de Tajuña	1,282 €/l	1,419 €/l	1,182 €/l	1,262 €/l						2020-04-05 18:28:26.895281
1736	Madrid	Móstoles	1,135 €/l	1,289 €/l	1,057 €/l	1,145 €/l					0,690 €/l	2020-04-05 18:28:27.257871
1737	Madrid	Navacerrada	1,139 €/l	1,264 €/l	1,079 €/l	1,139 €/l						2020-04-05 18:28:27.614299
1738	Madrid	Navalcarnero	1,161 €/l	1,295 €/l	1,095 €/l	1,171 €/l	0,789 €/l					2020-04-05 18:28:28.048908
1739	Madrid	Navas del Rey	1,169 €/l	1,279 €/l	1,099 €/l	1,169 €/l						2020-04-05 18:28:28.433719
1740	Madrid	Nuevo Baztán	1,272 €/l		1,162 €/l	1,242 €/l						2020-04-05 18:28:28.834528
1741	Madrid	Orusco de Tajuña		1,395 €/l	1,186 €/l	1,236 €/l	0,885 €/l					2020-04-05 18:28:29.222140
1742	Madrid	Paracuellos de Jarama	1,172 €/l	1,344 €/l	1,099 €/l	1,182 €/l						2020-04-05 18:28:29.632714
1743	Madrid	Parla	1,095 €/l	1,268 €/l	1,018 €/l	1,114 €/l				0,949 €/l	0,639 €/l	2020-04-05 18:28:30.046233
1744	Madrid	Pelayos de la Presa	1,169 €/l	1,289 €/l	1,089 €/l	1,169 €/l						2020-04-05 18:28:30.510842
1745	Madrid	Perales de Tajuña	1,196 €/l	1,325 €/l	1,112 €/l	1,184 €/l						2020-04-05 18:28:30.942486
1746	Madrid	Pezuela de las Torres	1,159 €/l	1,283 €/l	1,079 €/l	1,149 €/l						2020-04-05 18:28:31.398341
1747	Madrid	Pinto	1,132 €/l	1,274 €/l	1,049 €/l	1,117 €/l	0,706 €/l		0,759 €/l	0,779 €/l	0,649 €/l	2020-04-05 18:28:31.822103
1748	Madrid	Pozuelo de Alarcón	1,172 €/l	1,291 €/l	1,088 €/l	1,154 €/l						2020-04-05 18:28:32.247512
1749	Madrid	Rascafría	1,092 €/l	1,245 €/l	1,077 €/l	1,138 €/l	0,714 €/l					2020-04-05 18:28:32.764604
1750	Madrid	Rivas-Vaciamadrid	1,137 €/l	1,271 €/l	1,064 €/l	1,083 €/l						2020-04-05 18:28:33.270801
1751	Madrid	Robledo de Chavela	1,139 €/l		1,089 €/l	1,099 €/l						2020-04-05 18:28:33.628442
1752	Madrid	Las Rozas de Madrid	1,163 €/l	1,273 €/l	1,089 €/l	1,147 €/l					0,699 €/l	2020-04-05 18:28:34.054837
1753	Madrid	San Agustín del Guadalix	1,179 €/l	1,309 €/l	1,069 €/l	1,129 €/l					0,749 €/l	2020-04-05 18:28:34.554263
1754	Madrid	San Fernando de Henares	1,163 €/l	1,297 €/l	1,087 €/l	1,156 €/l	0,681 €/l		0,840 €/l	0,840 €/l	0,634 €/l	2020-04-05 18:28:34.959095
1755	Madrid	San Lorenzo de El Escorial	1,132 €/l	1,298 €/l	1,077 €/l	1,157 €/l						2020-04-05 18:28:35.433513
1756	Madrid	San Martín de la Vega	1,169 €/l	1,329 €/l	1,073 €/l	1,129 €/l	0,759 €/l					2020-04-05 18:28:35.893923
1757	Madrid	San Martín de Valdeiglesias	1,154 €/l	1,289 €/l	1,084 €/l	1,169 €/l						2020-04-05 18:28:36.363243
1758	Madrid	San Sebastián de los Reyes	1,169 €/l	1,316 €/l	1,087 €/l	1,144 €/l			0,799 €/l	0,820 €/l	0,669 €/l	2020-04-05 18:28:36.769584
1759	Madrid	La Serna del Monte	1,209 €/l	1,375 €/l	1,109 €/l	1,179 €/l						2020-04-05 18:28:37.143573
1760	Madrid	Sevilla la Nueva	1,119 €/l	1,414 €/l	1,059 €/l	1,129 €/l						2020-04-05 18:28:37.511926
1761	Madrid	Somosierra	1,189 €/l	1,314 €/l	1,069 €/l	1,129 €/l						2020-04-05 18:28:37.862823
1762	Madrid	Soto del Real	1,350 €/l	1,495 €/l	1,250 €/l	1,340 €/l						2020-04-05 18:28:38.221932
1763	Madrid	Talamanca de Jarama	1,169 €/l	1,299 €/l	1,069 €/l	1,129 €/l						2020-04-05 18:28:38.591585
1764	Madrid	Tielmes	1,219 €/l		1,129 €/l	1,189 €/l	0,829 €/l					2020-04-05 18:28:39.063110
1765	Madrid	Torrejón de Ardoz	1,116 €/l	1,271 €/l	1,041 €/l	1,122 €/l						2020-04-05 18:28:39.435896
1766	Madrid	Torrejón de la Calzada	1,139 €/l		1,059 €/l	1,119 €/l						2020-04-05 18:28:39.855835
1767	Madrid	Torrejón de Velasco	1,129 €/l		1,049 €/l	1,094 €/l	0,799 €/l					2020-04-05 18:28:40.231139
1768	Madrid	Torrelaguna	1,199 €/l		1,099 €/l	1,159 €/l						2020-04-05 18:28:40.694342
1769	Madrid	Torrelodones	1,179 €/l	1,289 €/l	1,109 €/l	1,179 €/l						2020-04-05 18:28:41.052336
1770	Madrid	Torres de la Alameda	1,139 €/l	1,309 €/l	1,064 €/l	1,095 €/l					0,689 €/l	2020-04-05 18:28:41.411089
1771	Madrid	Tres Cantos	1,160 €/l	1,329 €/l	1,082 €/l	1,145 €/l					0,705 €/l	2020-04-05 18:28:42.033180
1772	Madrid	Valdemorillo	1,169 €/l	1,309 €/l	1,099 €/l	1,179 €/l					0,705 €/l	2020-04-05 18:28:42.450254
1773	Madrid	Valdemoro	1,116 €/l	1,268 €/l	1,034 €/l	1,111 €/l					0,679 €/l	2020-04-05 18:28:43.161553
1774	Madrid	Valdetorres de Jarama	1,259 €/l	1,390 €/l	1,159 €/l	1,219 €/l						2020-04-05 18:28:43.622885
1775	Madrid	Velilla de San Antonio	1,149 €/l	1,274 €/l	1,079 €/l	1,139 €/l						2020-04-05 18:28:44.037213
1776	Madrid	Venturada	1,189 €/l	1,309 €/l	1,099 €/l	1,159 €/l						2020-04-05 18:28:44.414063
1777	Madrid	Villa del Prado	1,137 €/l	1,274 €/l	1,057 €/l	1,139 €/l	0,779 €/l					2020-04-05 18:28:44.842785
1778	Madrid	Villaconejos	1,189 €/l	1,299 €/l	1,099 €/l	1,159 €/l	0,769 €/l					2020-04-05 18:28:45.217468
1779	Madrid	Villalbilla	1,179 €/l	1,317 €/l	1,084 €/l	1,166 €/l						2020-04-05 18:28:45.711449
1780	Madrid	Villamanta	1,149 €/l	1,291 €/l	1,079 €/l	1,168 €/l						2020-04-05 18:28:46.144222
1781	Madrid	Villanueva de la Cañada	1,172 €/l	1,329 €/l	1,095 €/l	1,189 €/l						2020-04-05 18:28:46.535750
1782	Madrid	Villanueva de Perales	1,159 €/l	1,269 €/l	1,089 €/l	1,159 €/l						2020-04-05 18:28:46.943633
1783	Madrid	Villanueva del Pardillo	1,177 €/l	1,339 €/l	1,099 €/l	1,174 €/l						2020-04-05 18:28:47.309421
1784	Madrid	Villarejo de Salvanés	1,136 €/l	1,294 €/l	1,056 €/l	1,149 €/l						2020-04-05 18:28:47.701188
1785	Madrid	Villaviciosa de Odón	1,151 €/l	1,298 €/l	1,089 €/l	1,179 €/l					0,705 €/l	2020-04-05 18:28:48.109378
1786	Málaga	Alameda	1,169 €/l		1,009 €/l	1,069 €/l	0,895 €/l					2020-04-05 18:28:54.590433
1787	Málaga	Alfarnate	1,199 €/l		1,070 €/l		0,659 €/l					2020-04-05 18:28:54.952991
1788	Málaga	Algarrobo	1,192 €/l	1,289 €/l	1,096 €/l	1,169 €/l						2020-04-05 18:28:55.316036
1789	Málaga	Alhaurín de la Torre	1,156 €/l	1,281 €/l	1,056 €/l	1,156 €/l	0,749 €/l				0,685 €/l	2020-04-05 18:28:55.723405
1790	Málaga	Alhaurín el Grande	1,156 €/l	1,292 €/l	1,072 €/l	1,156 €/l	0,669 €/l					2020-04-05 18:28:56.125368
1791	Málaga	Almargen	1,259 €/l		1,129 €/l	1,189 €/l						2020-04-05 18:28:56.474742
1792	Málaga	Álora	1,159 €/l	1,283 €/l	1,049 €/l	1,119 €/l	0,697 €/l					2020-04-05 18:28:56.974104
1793	Málaga	Alozaina	1,120 €/l		1,080 €/l		0,700 €/l					2020-04-05 18:28:57.394029
1794	Málaga	Antequera	1,166 €/l	1,295 €/l	1,081 €/l	1,142 €/l	0,854 €/l				0,755 €/l	2020-04-05 18:28:57.801908
1795	Málaga	Archidona	1,219 €/l	1,289 €/l	1,119 €/l	1,196 €/l	0,739 €/l					2020-04-05 18:28:58.148906
1796	Málaga	Ardales	1,264 €/l	1,358 €/l	1,047 €/l	1,196 €/l	0,779 €/l					2020-04-05 18:28:58.570529
1797	Málaga	Arriate	1,139 €/l		1,069 €/l	1,139 €/l						2020-04-05 18:28:58.933735
1798	Málaga	Benalmádena	1,132 €/l	1,298 €/l	1,040 €/l	1,111 €/l						2020-04-05 18:28:59.411221
1799	Málaga	Benamargosa	1,178 €/l		1,059 €/l							2020-04-05 18:28:59.860276
1800	Málaga	Benaoján	1,109 €/l		1,049 €/l							2020-04-05 18:29:00.206244
1801	Málaga	El Burgo	1,360 €/l		1,250 €/l	1,335 €/l						2020-04-05 18:29:00.611926
1802	Málaga	Campillos	1,144 €/l	1,311 €/l	1,049 €/l	1,169 €/l						2020-04-05 18:29:00.988792
1803	Málaga	Cártama	1,173 €/l	1,335 €/l	1,071 €/l	1,180 €/l	0,889 €/l					2020-04-05 18:29:01.400216
1804	Málaga	Casabermeja	1,134 €/l		1,069 €/l	1,168 €/l						2020-04-05 18:29:01.938049
1805	Málaga	Casarabonela	1,291 €/l	1,431 €/l	1,206 €/l	1,268 €/l						2020-04-05 18:29:02.468186
1806	Málaga	Casares	1,199 €/l	1,359 €/l	1,094 €/l	1,229 €/l						2020-04-05 18:29:02.866528
1807	Málaga	Coín	1,151 €/l	1,282 €/l	1,077 €/l	1,150 €/l	0,756 €/l					2020-04-05 18:29:03.281961
1808	Málaga	Colmenar	1,179 €/l		1,059 €/l	1,129 €/l						2020-04-05 18:29:03.690353
1809	Málaga	Cómpeta	1,199 €/l	1,349 €/l	1,099 €/l							2020-04-05 18:29:04.100783
1810	Málaga	Cortes de la Frontera	1,119 €/l		1,055 €/l							2020-04-05 18:29:04.501814
1811	Málaga	Cuevas de San Marcos	1,169 €/l		1,059 €/l	1,139 €/l	0,779 €/l					2020-04-05 18:29:04.937489
1812	Málaga	Cuevas del Becerro	1,140 €/l		1,068 €/l	1,138 €/l	0,949 €/l					2020-04-05 18:29:05.463466
1813	Málaga	Estepona	1,157 €/l	1,287 €/l	1,075 €/l	1,164 €/l					0,675 €/l	2020-04-05 18:29:05.860882
1814	Málaga	Frigiliana	1,197 €/l		1,096 €/l	1,218 €/l						2020-04-05 18:29:06.283763
1815	Málaga	Fuengirola	1,145 €/l	1,292 €/l	1,049 €/l	1,135 €/l					0,704 €/l	2020-04-05 18:29:06.997361
1816	Málaga	Fuente de Piedra	1,125 €/l	1,249 €/l	1,015 €/l	1,055 €/l	0,655 €/l				0,615 €/l	2020-04-05 18:29:07.402269
1817	Málaga	Gaucín	1,187 €/l		1,079 €/l							2020-04-05 18:29:07.803998
1818	Málaga	Guaro	1,159 €/l		1,095 €/l		0,761 €/l					2020-04-05 18:29:08.190067
1819	Málaga	Humilladero	1,190 €/l		1,125 €/l	1,159 €/l	0,666 €/l					2020-04-05 18:29:08.590955
1820	Málaga	Málaga	1,154 €/l	1,299 €/l	1,064 €/l	1,146 €/l	0,748 €/l				0,696 €/l	2020-04-05 18:29:09.014380
1821	Málaga	Manilva	1,162 €/l	1,292 €/l	1,084 €/l	1,157 €/l						2020-04-05 18:29:09.377902
1822	Málaga	Marbella	1,171 €/l	1,310 €/l	1,088 €/l	1,162 €/l					0,672 €/l	2020-04-05 18:29:09.798608
1823	Málaga	Mijas	1,136 €/l	1,297 €/l	1,047 €/l	1,123 €/l	0,669 €/l				0,739 €/l	2020-04-05 18:29:10.270939
1824	Málaga	Mollina	1,137 €/l		1,056 €/l		0,608 €/l					2020-04-05 18:29:10.659430
1825	Málaga	Monda	1,209 €/l	1,359 €/l	1,099 €/l	1,189 €/l						2020-04-05 18:29:11.010783
1826	Málaga	Nerja	1,168 €/l	1,356 €/l	1,066 €/l	1,176 €/l						2020-04-05 18:29:11.417729
1827	Málaga	Ojén	1,179 €/l		1,049 €/l	1,129 €/l						2020-04-05 18:29:11.830048
1828	Málaga	Parauta	1,148 €/l	1,273 €/l	1,095 €/l	1,155 €/l						2020-04-05 18:29:12.204527
1829	Málaga	Pizarra	1,189 €/l	1,368 €/l	1,079 €/l	1,190 €/l	0,782 €/l					2020-04-05 18:29:12.633994
1830	Málaga	Rincón de la Victoria	1,191 €/l	1,333 €/l	1,096 €/l	1,181 €/l						2020-04-05 18:29:13.057333
1831	Málaga	Riogordo	1,175 €/l		1,080 €/l		0,720 €/l					2020-04-05 18:29:13.473390
1832	Málaga	Ronda	1,140 €/l	1,280 €/l	1,071 €/l	1,150 €/l	0,789 €/l					2020-04-05 18:29:13.876700
1833	Málaga	Sierra de Yeguas	1,244 €/l		1,144 €/l							2020-04-05 18:29:14.234080
1834	Málaga	Teba	1,259 €/l		1,129 €/l	1,189 €/l	0,799 €/l					2020-04-05 18:29:14.627922
1835	Málaga	Torremolinos	1,159 €/l	1,286 €/l	1,075 €/l	1,143 €/l					0,689 €/l	2020-04-05 18:29:15.044565
1836	Málaga	Torrox	1,189 €/l	1,350 €/l	1,082 €/l	1,172 €/l						2020-04-05 18:29:15.548931
1837	Málaga	Valle de Abdalajís	1,159 €/l	1,279 €/l	1,059 €/l		0,699 €/l					2020-04-05 18:29:15.888249
1838	Málaga	Vélez-Málaga	1,146 €/l	1,293 €/l	1,051 €/l	1,134 €/l	0,685 €/l				0,645 €/l	2020-04-05 18:29:16.332185
1839	Málaga	Villanueva de Algaidas	1,165 €/l		1,055 €/l		0,635 €/l					2020-04-05 18:29:16.689234
1840	Málaga	Villanueva del Rosario	1,149 €/l	1,269 €/l	1,069 €/l	1,149 €/l						2020-04-05 18:29:17.029192
1841	Málaga	Villanueva del Trabuco	1,149 €/l	1,289 €/l	1,092 €/l	1,159 €/l	0,569 €/l					2020-04-05 18:29:17.372532
1842	Málaga	Yunquera	1,164 €/l	1,295 €/l	1,078 €/l	1,146 €/l						2020-04-05 18:29:17.805315
1843	Mallorca	Alaró	1,219 €/l	1,409 €/l	1,149 €/l	1,209 €/l						2020-04-05 18:29:24.191597
1844	Mallorca	Alcúdia	1,182 €/l	1,322 €/l	1,109 €/l	1,192 €/l					0,669 €/l	2020-04-05 18:29:24.591167
1845	Mallorca	Algaida	1,179 €/l	1,319 €/l	1,109 €/l	1,189 €/l	0,779 €/l					2020-04-05 18:29:24.959608
1846	Mallorca	Andratx	1,179 €/l	1,344 €/l	1,099 €/l	1,189 €/l						2020-04-05 18:29:25.381528
1847	Mallorca	Artà	1,182 €/l	1,310 €/l	1,109 €/l	1,186 €/l	0,829 €/l					2020-04-05 18:29:25.768369
1848	Mallorca	Binissalem	1,139 €/l		1,069 €/l							2020-04-05 18:29:26.285361
1849	Mallorca	Bunyola	1,174 €/l		1,099 €/l	1,169 €/l						2020-04-05 18:29:26.594990
1850	Mallorca	Calvià	1,157 €/l	1,308 €/l	1,097 €/l	1,160 €/l	0,950 €/l				0,664 €/l	2020-04-05 18:29:26.996035
1851	Mallorca	Campanet	1,159 €/l	1,304 €/l	1,115 €/l	1,185 €/l						2020-04-05 18:29:27.362303
1852	Mallorca	Campos	1,164 €/l	1,311 €/l	1,101 €/l	1,172 €/l	0,752 €/l					2020-04-05 18:29:27.726088
1853	Mallorca	Capdepera	1,169 €/l	1,319 €/l	1,104 €/l	1,189 €/l						2020-04-05 18:29:28.133115
1854	Mallorca	Escorca	1,189 €/l	1,325 €/l	1,109 €/l							2020-04-05 18:29:28.570620
1855	Mallorca	Esporles	1,203 €/l	1,349 €/l	1,129 €/l	1,203 €/l						2020-04-05 18:29:28.926009
1856	Mallorca	Felanitx	1,184 €/l	1,324 €/l	1,110 €/l	1,167 €/l	0,834 €/l					2020-04-05 18:29:29.385119
1857	Mallorca	Inca	1,165 €/l	1,324 €/l	1,097 €/l	1,167 €/l					0,659 €/l	2020-04-05 18:29:29.949426
1858	Mallorca	Lloseta	1,157 €/l	1,319 €/l	1,092 €/l	1,167 €/l						2020-04-05 18:29:30.430449
1859	Mallorca	Llubí	1,149 €/l		1,093 €/l							2020-04-05 18:29:31.113908
1860	Mallorca	Llucmajor	1,192 €/l	1,360 €/l	1,090 €/l	1,152 €/l					0,699 €/l	2020-04-05 18:29:31.505478
1861	Mallorca	Manacor	1,177 €/l	1,317 €/l	1,103 €/l	1,186 €/l	0,810 €/l				0,659 €/l	2020-04-05 18:29:31.912085
1862	Mallorca	Marratxí	1,159 €/l	1,322 €/l	1,094 €/l	1,172 €/l	0,879 €/l					2020-04-05 18:29:32.428821
1863	Mallorca	Montuïri	1,123 €/l	1,275 €/l	1,092 €/l	1,153 €/l	0,719 €/l					2020-04-05 18:29:32.806087
1864	Mallorca	Muro	1,190 €/l	1,326 €/l	1,122 €/l	1,209 €/l	0,869 €/l					2020-04-05 18:29:33.201974
1865	Mallorca	Palma de Mallorca	1,165 €/l	1,317 €/l	1,090 €/l	1,170 €/l	0,863 €/l				0,686 €/l	2020-04-05 18:29:33.678192
1866	Mallorca	Petra	1,164 €/l	1,339 €/l	1,109 €/l	1,179 €/l	0,849 €/l					2020-04-05 18:29:34.019252
1867	Mallorca	Sa Pobla	1,139 €/l	1,291 €/l	1,080 €/l	1,172 €/l	0,806 €/l					2020-04-05 18:29:34.368247
1868	Mallorca	Pollença	1,169 €/l	1,320 €/l	1,099 €/l	1,194 €/l						2020-04-05 18:29:34.931944
1869	Mallorca	Porreres	1,162 €/l	1,299 €/l	1,113 €/l	1,199 €/l	0,864 €/l					2020-04-05 18:29:35.395648
1870	Mallorca	Ses Salines	1,199 €/l	1,399 €/l	1,119 €/l	1,199 €/l						2020-04-05 18:29:35.784583
1871	Mallorca	Sant Llorenç des Cardassar	1,175 €/l	1,314 €/l	1,105 €/l	1,185 €/l						2020-04-05 18:29:36.221027
1872	Mallorca	Santa Eugènia	1,149 €/l	1,294 €/l	1,089 €/l	1,154 €/l	0,699 €/l					2020-04-05 18:29:36.701949
1873	Mallorca	Santa Margalida	1,197 €/l	1,336 €/l	1,129 €/l	1,210 €/l						2020-04-05 18:29:37.305941
1874	Mallorca	Santa María del Camí	1,169 €/l	1,339 €/l	1,109 €/l							2020-04-05 18:29:37.795522
1875	Mallorca	Santanyí	1,178 €/l	1,367 €/l	1,105 €/l	1,199 €/l	0,831 €/l					2020-04-05 18:29:38.245243
1876	Mallorca	Sencelles	1,179 €/l		1,109 €/l	1,189 €/l	0,869 €/l					2020-04-05 18:29:38.651005
1877	Mallorca	Sineu	1,174 €/l	1,329 €/l	1,104 €/l	1,184 €/l	0,805 €/l					2020-04-05 18:29:38.995362
1878	Mallorca	Sóller	1,179 €/l	1,319 €/l	1,099 €/l							2020-04-05 18:29:39.379078
1879	Mallorca	Son Servera	1,368 €/l	1,508 €/l	1,278 €/l	1,348 €/l					0,659 €/l	2020-04-05 18:29:39.732274
1880	Mallorca	Valldemossa	1,179 €/l	1,319 €/l	1,104 €/l	1,174 €/l	0,832 €/l					2020-04-05 18:29:40.178819
1881	Mallorca	Vilafranca de Bonany	1,139 €/l		1,099 €/l	1,169 €/l	0,719 €/l					2020-04-05 18:29:40.743722
1882	Menorca	Alaior	1,246 €/l		1,159 €/l							2020-04-05 18:29:47.130186
1883	Menorca	Es Castell	1,119 €/l		1,079 €/l							2020-04-05 18:29:47.469554
1884	Menorca	Ciutadella de Menorca	1,203 €/l		1,127 €/l	1,179 €/l					0,679 €/l	2020-04-05 18:29:47.810460
1885	Menorca	Ferreries	1,269 €/l		1,179 €/l							2020-04-05 18:29:48.257561
1886	Menorca	Mahón	1,139 €/l		1,084 €/l	1,069 €/l	0,989 €/l				0,679 €/l	2020-04-05 18:29:48.665377
1887	Menorca	Es Mercadal	1,229 €/l		1,159 €/l	1,259 €/l	0,819 €/l					2020-04-05 18:29:49.131092
1888	Menorca	Sant Lluís	1,184 €/l		1,104 €/l	1,229 €/l						2020-04-05 18:29:49.484379
1889	Melilla	Melilla	0,760 €/l		0,704 €/l	0,746 €/l						2020-04-05 18:29:56.300689
1890	Murcia	Abanilla	1,125 €/l		0,995 €/l	1,032 €/l	0,779 €/l					2020-04-05 18:30:02.823588
1891	Murcia	Abarán	1,127 €/l	1,350 €/l	1,054 €/l	1,144 €/l	0,685 €/l					2020-04-05 18:30:03.350947
1892	Murcia	Águilas	1,066 €/l	1,211 €/l	0,986 €/l	1,076 €/l	0,701 €/l				0,676 €/l	2020-04-05 18:30:03.777808
1893	Murcia	Alcantarilla	1,056 €/l	1,198 €/l	0,974 €/l	1,067 €/l	0,770 €/l					2020-04-05 18:30:04.557986
1894	Murcia	Los Alcázares	1,095 €/l	1,228 €/l	1,018 €/l	1,108 €/l	0,869 €/l					2020-04-05 18:30:05.179158
1895	Murcia	Aledo	1,100 €/l	1,400 €/l	1,000 €/l		0,900 €/l					2020-04-05 18:30:05.613373
1896	Murcia	Alhama de Murcia	1,076 €/l	1,236 €/l	1,013 €/l	1,105 €/l	0,795 €/l					2020-04-05 18:30:06.393634
1897	Murcia	Archena	1,096 €/l	1,229 €/l	1,017 €/l	1,069 €/l	0,759 €/l					2020-04-05 18:30:06.784347
1898	Murcia	Beniel	1,096 €/l	1,229 €/l	1,022 €/l	1,104 €/l	0,839 €/l					2020-04-05 18:30:07.630637
1899	Murcia	Blanca	1,097 €/l	1,229 €/l	1,020 €/l	1,080 €/l						2020-04-05 18:30:08.063838
1900	Murcia	Bullas	1,067 €/l	1,239 €/l	1,021 €/l	1,099 €/l	0,758 €/l					2020-04-05 18:30:08.505176
1901	Murcia	Calasparra	1,160 €/l	1,299 €/l	0,923 €/l	1,090 €/l						2020-04-05 18:30:08.891100
1902	Murcia	Caravaca de la Cruz	1,184 €/l	1,317 €/l	1,036 €/l	1,175 €/l	0,705 €/l					2020-04-05 18:30:09.288342
1903	Murcia	Cartagena	1,109 €/l	1,244 €/l	1,023 €/l	1,094 €/l	0,871 €/l			0,949 €/l	0,626 €/l	2020-04-05 18:30:09.745501
1904	Murcia	Cehegín	1,167 €/l	1,328 €/l	1,022 €/l	1,157 €/l	0,772 €/l					2020-04-05 18:30:10.201948
1905	Murcia	Ceutí	1,172 €/l	1,299 €/l	1,078 €/l	1,144 €/l	0,899 €/l					2020-04-05 18:30:11.655648
1906	Murcia	Cieza	1,108 €/l	1,275 €/l	1,044 €/l	1,142 €/l	0,787 €/l					2020-04-05 18:30:12.197225
1907	Murcia	Fortuna	1,086 €/l	1,216 €/l	0,993 €/l	1,024 €/l						2020-04-05 18:30:12.661549
1908	Murcia	Fuente Álamo de Murcia	1,140 €/l	1,259 €/l	1,026 €/l	1,128 €/l	0,754 €/l				0,705 €/l	2020-04-05 18:30:13.097750
1909	Murcia	Jumilla	1,230 €/l	1,366 €/l	1,040 €/l	1,135 €/l	0,754 €/l					2020-04-05 18:30:13.792593
1910	Murcia	Librilla	1,120 €/l	1,264 €/l	1,031 €/l	1,101 €/l	0,878 €/l				0,627 €/l	2020-04-05 18:30:14.797261
1911	Murcia	Lorca	1,078 €/l	1,250 €/l	0,993 €/l	1,099 €/l	0,793 €/l				0,680 €/l	2020-04-05 18:30:15.279628
1912	Murcia	Lorquí	1,078 €/l	1,281 €/l	1,008 €/l	1,144 €/l						2020-04-05 18:30:15.702059
1913	Murcia	Mazarrón	1,115 €/l	1,294 €/l	1,021 €/l	1,108 €/l	0,969 €/l				0,638 €/l	2020-04-05 18:30:16.133715
1914	Murcia	Molina de Segura	1,072 €/l	1,237 €/l	0,995 €/l	1,078 €/l	0,619 €/l		0,858 €/l	0,939 €/l	0,646 €/l	2020-04-05 18:30:16.570164
1915	Murcia	Moratalla	1,142 €/l	1,169 €/l	1,059 €/l	1,034 €/l						2020-04-05 18:30:16.979832
1916	Murcia	Mula	1,104 €/l	1,324 €/l	1,001 €/l	1,126 €/l	0,620 €/l					2020-04-05 18:30:17.387199
1917	Murcia	Murcia	1,101 €/l	1,243 €/l	1,007 €/l	1,090 €/l	0,768 €/l			0,949 €/l	0,622 €/l	2020-04-05 18:30:17.866059
1918	Murcia	Pliego	0,969 €/l	1,119 €/l	0,899 €/l		0,504 €/l					2020-04-05 18:30:18.284634
1919	Murcia	Puerto Lumbreras	1,054 €/l	1,225 €/l	0,993 €/l	1,049 €/l	0,785 €/l		0,849 €/l			2020-04-05 18:30:18.679315
1920	Murcia	San Javier	1,068 €/l	1,217 €/l	0,978 €/l	1,072 €/l	0,643 €/l				0,719 €/l	2020-04-05 18:30:19.094992
1921	Murcia	San Pedro del Pinatar	1,093 €/l	1,226 €/l	0,993 €/l	1,043 €/l						2020-04-05 18:30:19.429430
